gid,estado,cidade,via,hnum,nsvia,latitude,longitude,postcode
613,Aguascalientes,Aguascalientes,CALLE ABEDUL,808,LAS ARBOLEDAS,21.900724605373192,-102.30436611119124,20020
614,Aguascalientes,Aguascalientes,CALLE TABACHÍN,301,LAS ARBOLEDAS,21.900776378406526,-102.30452085452683,20020
615,Aguascalientes,Aguascalientes,CALLE TABACHÍN,301,LAS ARBOLEDAS,21.900884311408173,-102.3045543558214,20020
616,Aguascalientes,Aguascalientes,CALLE TABACHÍN,SN,LAS ARBOLEDAS,21.900939905199138,-102.30457161158422,20020
617,Aguascalientes,Aguascalientes,CALLE TABACHÍN,305,LAS ARBOLEDAS,21.900996160512864,-102.30458907269205,20020
618,Aguascalientes,Aguascalientes,CALLE TABACHÍN,307,LAS ARBOLEDAS,21.90107019740946,-102.30461205305474,20020
619,Aguascalientes,Aguascalientes,CALLE TABACHÍN,SN,LAS ARBOLEDAS,21.901112640279536,-102.30462522693772,20020
620,Aguascalientes,Aguascalientes,CALLE TABACHÍN,SN,LAS ARBOLEDAS,21.9011794269324,-102.3046459569279,20020
621,Aguascalientes,Aguascalientes,CALLE TABACHÍN,315,LAS ARBOLEDAS,21.901259391019813,-102.30467077710561,20020
622,Aguascalientes,Aguascalientes,CALLE TABACHÍN,317,LAS ARBOLEDAS,21.901330120293704,-102.30469273090033,20020
623,Aguascalientes,Aguascalientes,CALLE TABACHÍN,SN,LAS ARBOLEDAS,21.90139690694289,-102.30471346095786,20020
624,Aguascalientes,Aguascalientes,CALLE TABACHÍN,SN,LAS ARBOLEDAS,21.901468297737818,-102.30473562012978,20020
625,Aguascalientes,Aguascalientes,CALLE TABACHÍN,SN,LAS ARBOLEDAS,21.90151732932102,-102.30475083918253,20020
626,Aguascalientes,Aguascalientes,CALLE TABACHÍN,325,LAS ARBOLEDAS,21.901592001213526,-102.30477401682572,20020
627,Aguascalientes,Aguascalientes,CALLE TABACHÍN,327,LAS ARBOLEDAS,21.901643996391986,-102.30479015578797,20020
628,Aguascalientes,Aguascalientes,CALLE TABACHÍN,SN,LAS ARBOLEDAS,21.901714725658984,-102.30481210970883,20020
629,Aguascalientes,Aguascalientes,CALLE TABACHÍN,331,LAS ARBOLEDAS,21.90180257498155,-102.30483937762045,20020
630,Aguascalientes,Aguascalientes,CALLE TABACHÍN,333,LAS ARBOLEDAS,21.901885476135163,-102.30486510968296,20020
631,Aguascalientes,Aguascalientes,CALLE TABACHÍN,335,LAS ARBOLEDAS,21.901965413690416,-102.30488992189156,20020
632,Aguascalientes,Aguascalientes,CALLE TABACHÍN,337,LAS ARBOLEDAS,21.902060539765174,-102.30491944857825,20020
633,Aguascalientes,Aguascalientes,CALLE TABACHÍN,339,LAS ARBOLEDAS,21.902143414395532,-102.30494517250894,20020
634,Aguascalientes,Aguascalientes,CALLE TABACHÍN,341,LAS ARBOLEDAS,21.90224542016712,-102.30497683470848,20020
635,Aguascalientes,Aguascalientes,CALLE TABACHÍN,343A,LAS ARBOLEDAS,21.90231517039717,-102.30499848494014,20020
636,Aguascalientes,Aguascalientes,CALLE TABACHÍN,343,LAS ARBOLEDAS,21.902383280076485,-102.30501962597262,20020
637,Aguascalientes,Aguascalientes,CALLE TABACHÍN,347,LAS ARBOLEDAS,21.902487587914727,-102.3050520028434,20020
638,Aguascalientes,Aguascalientes,CALLE TABACHÍN,349,LAS ARBOLEDAS,21.90257146808002,-102.30507803905701,20020
639,Aguascalientes,Aguascalientes,CALLE TABACHÍN,351A,LAS ARBOLEDAS,21.902645504947056,-102.30510101996067,20020
640,Aguascalientes,Aguascalientes,CALLE ACACIA,535,LAS ARBOLEDAS,21.90275519580806,-102.30269829893024,20020
